smiles,Cation,Anion,Melting point (K)
CC[N+]1(CCO)CCCCC1.[Cl-],CC[N+]1(CCO)CCCCC1,[Cl-],361.15
C[N+]1(CCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCO)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,248.15
C[N+]1(CCCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCCO)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,285.15
C[N+]1(CCO)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCO)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,250.15
CC[N+]1(CCO)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(CCO)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,253.15
CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[c-]1c[nH]nn1,CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[c-]1c[nH]nn1,297.15
CCCC[P+](CCCC)(CCCC)COC.[c-]1c[nH]nn1,CCCC[P+](CCCC)(CCCC)COC,[c-]1c[nH]nn1,280.15
CCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,CCCC[P+](CC)(CC)CC,Cc1ncc([N+](=O)[O-])[n-]1,290.15
CCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1,317.15
CCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1,289.15
CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1,278.15
CCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1,289.15
CCCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,CCCCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1,284.15
CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1c[n-]cn1,CCCCCCCC[P+](CC)(CC)CC,O=[N+]([O-])c1c[n-]cn1,245.15
CCCCCC[N+](CC)(CC)CC.[c-]1c[nH]nn1,CCCCCC[N+](CC)(CC)CC,[c-]1c[nH]nn1,333.15
CC[P+](CC)(CC)COCCOC.[c-]1c[nH]nn1,CC[P+](CC)(CC)COCCOC,[c-]1c[nH]nn1,302.15
CC[P+](CC)(CC)COCCOC.O=[N+]([O-])c1cn[n-]c1,CC[P+](CC)(CC)COCCOC,O=[N+]([O-])c1cn[n-]c1,258.15
CC[P+](CC)(CC)C1CCCC1.O=[N+]([O-])c1cn[n-]c1,CC[P+](CC)(CC)C1CCCC1,O=[N+]([O-])c1cn[n-]c1,324.15
C=CCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,C=CCC[P+](CC)(CC)CC,O=[N+]([O-])c1cn[n-]c1,312.15
C=CCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=CCC[P+](CC)(CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,322.15
CCCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[S+]1CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,263.15
CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,CCCCCC[n+]1ccn(C)c1,O=[N+]([O-])c1cn[n-]c1,306.15
CCCCCC[n+]1ccn(C)c1.[c-]1nc[nH]n1,CCCCCC[n+]1ccn(C)c1,[c-]1nc[nH]n1,307.15
Cc1n(C)cc[n+]1C1CCCC1.O=[N+]([O-])c1cn[n-]c1,Cc1n(C)cc[n+]1C1CCCC1,O=[N+]([O-])c1cn[n-]c1,365.15
COCCOC[n+]1ccn(C)c1C.[c-]1c[nH]nn1,COCCOC[n+]1ccn(C)c1C,[c-]1c[nH]nn1,331.15
CC[N+]1=C2CCCCCN2CCC1.[Br-],CC[N+]1=C2CCCCCN2CCC1,[Br-],378.15
CCCC[N+]1=C2CCCCCN2CCC1.[Br-],CCCC[N+]1=C2CCCCCN2CCC1,[Br-],355.15
CCCCCC[N+]1=C2CCCCCN2CCC1.[Cl-],CCCCCC[N+]1=C2CCCCCN2CCC1,[Cl-],317.15
CCCCCCCC[N+]1=C2CCCCCN2CCC1.[Cl-],CCCCCCCC[N+]1=C2CCCCCN2CCC1,[Cl-],303.15
CC[N+]1=C2CCCCCN2CCC1.N#C[S-],CC[N+]1=C2CCCCCN2CCC1,N#C[S-],313.15
CCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],CCCC[N+]1=C2CCCCCN2CCC1,N#C[S-],323.15
CCCCCCCCCCCCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],CCCCCCCCCCCCCC[N+]1=C2CCCCCN2CCC1,N#C[S-],321.15
CC[N+](CC)(CC)CC.F[B-](F)(F)F,CC[N+](CC)(CC)CC,F[B-](F)(F)F,344.15
CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,CC[N+](CC)(CC)CC,F[P-](F)(F)(F)(F)F,350.15
CCCC[N+](CC)(CC)CC.F[B-](F)(F)F,CCCC[N+](CC)(CC)CC,F[B-](F)(F)F,435.15
CCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,CCCC[N+](CC)(CC)CC,F[P-](F)(F)(F)(F)F,452.15
CCCCCC[N+](CC)(CC)CC.F[B-](F)(F)F,CCCCCC[N+](CC)(CC)CC,F[B-](F)(F)F,361.15
CCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,CCCCCC[N+](CC)(CC)CC,F[P-](F)(F)(F)(F)F,435.15
CCCCCCCC[N+](CC)(CC)CC.F[B-](F)(F)F,CCCCCCCC[N+](CC)(CC)CC,F[B-](F)(F)F,374.15
CCCCCCCC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,CCCCCCCC[N+](CC)(CC)CC,F[P-](F)(F)(F)(F)F,361.15
C[n+]1ccc(-c2ccncc2)cc1.[I-],C[n+]1ccc(-c2ccncc2)cc1,[I-],513.15
C[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,343.15
CCCCCC[n+]1ccc(-c2ccncc2)cc1.[I-],CCCCCC[n+]1ccc(-c2ccncc2)cc1,[I-],463.15
CCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1.[I-],CCCCCCCCCC[n+]1ccc(-c2ccncc2)cc1,[I-],397.15
CCC(=O)C[n+]1ccccc1.[Br-],CCC(=O)C[n+]1ccccc1,[Br-],453.15
CC(C)C(=O)C[n+]1ccccc1.[Br-],CC(C)C(=O)C[n+]1ccccc1,[Br-],422.15
CC(C)COC(=O)C[n+]1ccccc1.[Br-],CC(C)COC(=O)C[n+]1ccccc1,[Br-],360.15
CCCCCCCCCCCC(=O)OCC[n+]1ccccc1.[Br-],CCCCCCCCCCCC(=O)OCC[n+]1ccccc1,[Br-],354.15
CCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1.[Br-],CCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1,[Br-],353.15
CCCCCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1.[Br-],CCCCCCCCCCCCCCCCCCCC(=O)OCC[n+]1ccccc1,[Br-],354.15
CC(O)c1c(O)c(O)cc[n+]1C.[Br-],CC(O)c1c(O)c(O)cc[n+]1C,[Br-],415.15
O=C1OCCN1C(=O)c1ccc[n+](Cc2ccccc2)c1.[Br-],O=C1OCCN1C(=O)c1ccc[n+](Cc2ccccc2)c1,[Br-],382.15
CN(C)C(=O)c1ccc[n+](Cc2ccccc2)c1.[Br-],CN(C)C(=O)c1ccc[n+](Cc2ccccc2)c1,[Br-],432.15
N#CCCC[n+]1ccccc1.[Br-],N#CCCC[n+]1ccccc1,[Br-],356.15
Cc1ccc[n+](CC#N)c1.[Br-],Cc1ccc[n+](CC#N)c1,[Br-],456.15
Cc1cccc[n+]1CC#N.[Br-],Cc1cccc[n+]1CC#N,[Br-],467.15
Cc1ccc(C)[n+](CC#N)c1.[Br-],Cc1ccc(C)[n+](CC#N)c1,[Br-],433.15
Cc1cc[n+](CCCC#N)cc1.[Br-],Cc1cc[n+](CCCC#N)cc1,[Br-],397.15
Cc1cccc[n+]1CCCC#N.[Br-],Cc1cccc[n+]1CCCC#N,[Br-],412.15
Cc1ccc(C)[n+](CCCC#N)c1.[Br-],Cc1ccc(C)[n+](CCCC#N)c1,[Br-],415.15
CCc1cc[n+](CC#N)cc1.[Br-],CCc1cc[n+](CC#N)cc1,[Br-],393.15
CCc1cccc[n+]1CC#N.[Br-],CCc1cccc[n+]1CC#N,[Br-],446.15
CCc1cc[n+](CCCC#N)cc1.[Br-],CCc1cc[n+](CCCC#N)cc1,[Br-],425.15
COC(=O)c1ccc[n+](CCCC#N)c1.[Br-],COC(=O)c1ccc[n+](CCCC#N)c1,[Br-],455.15
C[N+]1(CC#N)CCCCC1.[Br-],C[N+]1(CC#N)CCCCC1,[Br-],465.15
C[N+]1(CCCC#N)CCCCC1.[Br-],C[N+]1(CCCC#N)CCCCC1,[Br-],410.15
N#CC[N+]1(CC#N)CCCC1.[Br-],N#CC[N+]1(CC#N)CCCC1,[Br-],415.15
N#CC[N+]1(CC#N)CCCCC1.[Br-],N#CC[N+]1(CC#N)CCCCC1,[Br-],472.15
N#CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N#CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15
Cc1cccc[n+]1CC#N.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1cccc[n+]1CC#N,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,324.15
CCc1cc[n+](CC#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCc1cc[n+](CC#N)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15
N#CC[N+]1(CC#N)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N#CC[N+]1(CC#N)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,331.15
N#CC[N+]1(CC#N)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N#CC[N+]1(CC#N)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,335.15
CS(=O)(=O)[O-].Cn1cc[n+](C)c1,Cn1cc[n+](C)c1,CS(=O)(=O)[O-],364.15
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],304.15
CCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],CCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],313.15
CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],347.15
CCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],CCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],350.15
CCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],CCCCCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],311.15
CCCCCCCCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],CCCCCCCCCC[n+]1ccn(C)c1,CS(=O)(=O)[O-],330.15
CCC[n+]1ccn(C)c1.CCS(=O)(=O)[O-],CCC[n+]1ccn(C)c1,CCS(=O)(=O)[O-],292.15
CCCC[n+]1ccn(C)c1.CCS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1,CCS(=O)(=O)[O-],330.15
CCCCC[n+]1ccn(C)c1.CCS(=O)(=O)[O-],CCCCC[n+]1ccn(C)c1,CCS(=O)(=O)[O-],327.15
CCCCCC[n+]1ccn(C)c1.CCS(=O)(=O)[O-],CCCCCC[n+]1ccn(C)c1,CCS(=O)(=O)[O-],339.15
CCCS(=O)(=O)[O-].CCC[n+]1ccn(C)c1,CCC[n+]1ccn(C)c1,CCCS(=O)(=O)[O-],305.15
CCCC[n+]1ccn(C)c1.CCCS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1,CCCS(=O)(=O)[O-],326.15
CCCCS(=O)(=O)[O-].CCC[n+]1ccn(C)c1,CCC[n+]1ccn(C)c1,CCCCS(=O)(=O)[O-],320.15
CCCCCCS(=O)(=O)[O-].CC[n+]1ccn(C)c1,CC[n+]1ccn(C)c1,CCCCCCS(=O)(=O)[O-],292.15
O=C([O-])C(=O)O.c1ccn2cc[nH+]c2c1,c1ccn2cc[nH+]c2c1,O=C([O-])C(=O)O,403.15
O=C([O-])c1ccccc1C(=O)O.c1ccn2cc[nH+]c2c1,c1ccn2cc[nH+]c2c1,O=C([O-])c1ccccc1C(=O)O,361.15
O=S(=O)([O-])O.c1ccn2cc[nH+]c2c1,c1ccn2cc[nH+]c2c1,O=S(=O)([O-])O,335.15
ClCC[NH+]1CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ClCC[NH+]1CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,296.15
ClCC[NH+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ClCC[NH+]1CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,307.15
ClCC[NH+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,ClCC[NH+]1CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302.15
CC[NH+](CC)CCCl.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[NH+](CC)CCCl,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,264.65
C[NH+](C)CCCl.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+](C)CCCl,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.15
C[NH+](C)CCCCl.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+](C)CCCCl,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,305.15
CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,CCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)F,350.15
CCCC[n+]1ccc(C#N)cc1.N#C[C-](C#N)C#N,CCCC[n+]1ccc(C#N)cc1,N#C[C-](C#N)C#N,362.15
Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.[Br-],Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,[Br-],283.15
Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1.[Br-],Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1,[Br-],290.15
Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1,N#C[N-]C#N,271.15
Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1.N#C[N-]C#N,Cn1cc[n+](CC(Br)CN=[N+]=[N-])c1,N#C[N-]C#N,279.15
CCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,CCCC[n+]1csc2ccccc21,F[P-](F)(F)(F)(F)F,395.15
CCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,CCCCC[n+]1csc2ccccc21,F[P-](F)(F)(F)(F)F,412.15
CCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,CCCCCC[n+]1csc2ccccc21,F[P-](F)(F)(F)(F)F,359.15
CCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,CCCCCCC[n+]1csc2ccccc21,F[P-](F)(F)(F)(F)F,359.15
CCCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,CCCCCCCC[n+]1csc2ccccc21,F[P-](F)(F)(F)(F)F,334.15
C[N+]1(CCCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[N+]1(CCCO)CCOCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,287.15
[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,[Cl-],550.15
O=[N+]([O-])[N-][N+](=O)[O-].[NH4+],[NH4+],O=[N+]([O-])[N-][N+](=O)[O-],366.15
CC(C)CCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)CCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,276.15
CC(C)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,273.15
CC(C)CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC(C)CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,284.15
CC[n+]1cnn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cnn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.15
CCC[n+]1cnn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[n+]1cnn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,305.15
CCCCCCCC[n+]1cnn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCC[n+]1cnn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.15
CCCC[n+]1cnn(C)c1.F[P-](F)(F)(F)(F)F,CCCC[n+]1cnn(C)c1,F[P-](F)(F)(F)(F)F,328.15
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,261.15
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[S+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,255.15
CCC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[S+](CC)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,267.15
CCCC[P+](CC)(CC)CC.FC(F)(F)c1cc[n-]n1,CCCC[P+](CC)(CC)CC,FC(F)(F)c1cc[n-]n1,284.15
CCCC[P+](CC)(CC)CC.Cc1cc(C(F)(F)F)[n-]n1,CCCC[P+](CC)(CC)CC,Cc1cc(C(F)(F)F)[n-]n1,294.15
CCCCCCCC[P+](CC)(CC)CC.c1ccc2[n-]ncc2c1,CCCCCCCC[P+](CC)(CC)CC,c1ccc2[n-]ncc2c1,264.15
CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCC[N+](C)(C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,265.15
CC[N+](C)(CC)CCCC(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+](C)(CC)CCCC(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,309.15
CCCC[P+](CCCC)(CCCC)CCCC.c1ccc2[n-]cnc2c1,CCCC[P+](CCCC)(CCCC)CCCC,c1ccc2[n-]cnc2c1,344.15
Brc1ccc2[n-]cnc2c1.CCCC[P+](CCCC)(CCCC)CCCC,CCCC[P+](CCCC)(CCCC)CCCC,Brc1ccc2[n-]cnc2c1,342.15
CC[P+](CC)(CC)CC.c1ccc2[n-]cnc2c1,CC[P+](CC)(CC)CC,c1ccc2[n-]cnc2c1,439.15
CCCC[n+]1ccc(-c2ccncc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccc(-c2ccncc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,236.15
C[n+]1cccc2ccc3cccnc3c21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1cccc2ccc3cccnc3c21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,342.15
C1CC[NH2+]C1.F[B-](F)(F)F,C1CC[NH2+]C1,F[B-](F)(F)F,347.15
C1CC[NH2+]C1.O=S(=O)([O-])C(F)(F)F,C1CC[NH2+]C1,O=S(=O)([O-])C(F)(F)F,382.15
C1CC[NH2+]C1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C1CC[NH2+]C1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,421.15
C1CC[NH2+]C1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C1CC[NH2+]C1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,383.15
C1CC[NH2+]C1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C1CC[NH2+]C1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,393.15
Cc1n(Cn2cccn2)cc[n+]1CCC(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1n(Cn2cccn2)cc[n+]1CCC(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15
Cc1n(Cn2cccn2)cc[n+]1CCCC(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1n(Cn2cccn2)cc[n+]1CCCC(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,348.15
Cc1n(Cn2cccn2)cc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1n(Cn2cccn2)cc[n+]1CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,385.15
Cc1n(Cn2cccn2)cc[n+]1CCCC(F)(F)F.F[P-](F)(F)(F)(F)F,Cc1n(Cn2cccn2)cc[n+]1CCCC(F)(F)F,F[P-](F)(F)(F)(F)F,387.15
Cc1cc(C)n(Cn2cc[n+](C)c2C)n1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cc1cc(C)n(Cn2cc[n+](C)c2C)n1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,353.15
Cc1cc(C)n(Cn2cc[n+](C)c2C)n1.F[P-](F)(F)(F)(F)F,Cc1cc(C)n(Cn2cc[n+](C)c2C)n1,F[P-](F)(F)(F)(F)F,436.15
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,280.15
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,282.15
CCCCn1cc(C[n+]2ccn(C)c2C)nn1.F[P-](F)(F)(F)(F)F,CCCCn1cc(C[n+]2ccn(C)c2C)nn1,F[P-](F)(F)(F)(F)F,347.15
Cc1n(C)cc[n+]1Cc1cn(Cc2ccccc2)nn1.F[P-](F)(F)(F)(F)F,Cc1n(C)cc[n+]1Cc1cn(Cc2ccccc2)nn1,F[P-](F)(F)(F)(F)F,387.15
Cn1cc[n+](Cc2cn(Cc3ccccc3)nn2)c1.F[P-](F)(F)(F)(F)F,Cn1cc[n+](Cc2cn(Cc3ccccc3)nn2)c1,F[P-](F)(F)(F)(F)F,358.15
CCCCn1cc[n+](Cc2cn(Cc3ccccc3)nn2)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](Cc2cn(Cc3ccccc3)nn2)c1,F[P-](F)(F)(F)(F)F,360.15
CCCCn1cc[n+](Cc2cn(-c3ccccc3)nn2)c1.F[P-](F)(F)(F)(F)F,CCCCn1cc[n+](Cc2cn(-c3ccccc3)nn2)c1,F[P-](F)(F)(F)(F)F,386.15
Cc1cc(C)c(-n2cc[n+](Cc3cn(Cc4ccccc4)nn3)c2)c(C)c1.F[P-](F)(F)(F)(F)F,Cc1cc(C)c(-n2cc[n+](Cc3cn(Cc4ccccc4)nn3)c2)c(C)c1,F[P-](F)(F)(F)(F)F,321.15
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,311.15
CC[NH+](CC)CC.O=[PH]([O-])O,CC[NH+](CC)CC,O=[PH]([O-])O,316.15
CC[NH+](CC)CC.Cc1ccc(S(=O)(=O)[O-])cc1,CC[NH+](CC)CC,Cc1ccc(S(=O)(=O)[O-])cc1,341.15
CC[NH+](CC)CC.O=C([O-])C(F)(F)F,CC[NH+](CC)CC,O=C([O-])C(F)(F)F,282.15
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,407.15
C[N+](C)(C)CCN=[N+]=[N-].N#C[N-][N+](=O)[O-],C[N+](C)(C)CCN=[N+]=[N-],N#C[N-][N+](=O)[O-],301.15
C[N+](C)(C)CCN=[N+]=[N-].N#C[N-]C#N,C[N+](C)(C)CCN=[N+]=[N-],N#C[N-]C#N,282.15
