smiles,Cation,Anion,Melting point (K)
CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],CCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],268.15
CCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,307.15
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,290.15
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,313.15
CCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,333.15
CCCCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCCCCCCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,345.15
CCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F,322.15
CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],CCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],292.15
CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],CCCCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],327.15
CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,311.15
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,307.15
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,323.15
CCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,346.15
CCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,328.15
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],315.15
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],313.15
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,319.15
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,315.15
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,331.15
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,348.15
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],326.15
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,340.15
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,339.15
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,353.15
CCCCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],CCCCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],333.15
COC[n+]1ccn(C)c1.[Cl-],COC[n+]1ccn(C)c1,[Cl-],290.15
COC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,COC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)F,290.15
COC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,COC[n+]1ccn(C)c1,F[B-](F)(F)C(F)(F)C(F)(F)F,252.15
C[n+]1ccn(C(F)(F)C(F)F)c1.[I-],C[n+]1ccn(C(F)(F)C(F)F)c1,[I-],414.15
C[n+]1ccn(C(F)(F)C(F)F)c1.F[B-](F)(F)F,C[n+]1ccn(C(F)(F)C(F)F)c1,F[B-](F)(F)F,337.15
C[n+]1ccn(C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(C(F)(F)C(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,315.15
CC[n+]1ccn(C(F)(F)C(F)F)c1.[I-],CC[n+]1ccn(C(F)(F)C(F)F)c1,[I-],364.15
CC[n+]1ccn(C(F)(F)C(F)F)c1.F[B-](F)(F)F,CC[n+]1ccn(C(F)(F)C(F)F)c1,F[B-](F)(F)F,298.15
CC[n+]1ccn(C(F)(F)C(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C(F)(F)C(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.15
CCC[n+]1ccn(C(F)(F)C(F)F)c1.[I-],CCC[n+]1ccn(C(F)(F)C(F)F)c1,[I-],351.15
CCCC[n+]1ccn(C(F)(F)C(F)F)c1.[I-],CCCC[n+]1ccn(C(F)(F)C(F)F)c1,[I-],347.15
CCOC(=O)[C@@H](C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCOC(=O)[C@@H](C)[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,318.15
CCOC(=O)[C@@H](C)[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,CCOC(=O)[C@@H](C)[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,346.15
CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1.F[B-](F)(F)F,CCCCCCCCOCn1cc[n+](COCCCCCCCC)c1,F[B-](F)(F)F,327.15
CCCCCCCCCOCn1cc[n+](COCCCCCCCCC)c1.F[B-](F)(F)F,CCCCCCCCCOCn1cc[n+](COCCCCCCCCC)c1,F[B-](F)(F)F,330.15
CCCCCCCCCCOCn1cc[n+](COCCCCCCCCCC)c1.F[B-](F)(F)F,CCCCCCCCCCOCn1cc[n+](COCCCCCCCCCC)c1,F[B-](F)(F)F,342.15
CCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCC)c1.F[B-](F)(F)F,CCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCC)c1,F[B-](F)(F)F,344.15
CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.F[B-](F)(F)F,CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1,F[B-](F)(F)F,352.15
Cn1cc[n+](CCO)c1.[Cl-],Cn1cc[n+](CCO)c1,[Cl-],334.15
Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCO)c1,F[P-](F)(F)(F)(F)F,296.15
COC(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,COC(=O)C[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,230.15
COC(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,COC(=O)C[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,350.15
CCC(C)[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,316.15
CC(C)CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,313.15
C[n+]1ccn(CCO[Si](C)(C)C)c1.[I-],C[n+]1ccn(CCO[Si](C)(C)C)c1,[I-],342.15
C[Si](C)(C)OCCn1cc[n+](CCF)c1.[Br-],C[Si](C)(C)OCCn1cc[n+](CCF)c1,[Br-],399.15
C[Si](C)(C)OCCn1cc[n+](CCC(F)(F)F)c1.[I-],C[Si](C)(C)OCCn1cc[n+](CCC(F)(F)F)c1,[I-],406.15
CCC(=O)C[n+]1ccn(CCC(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC(=O)C[n+]1ccn(CCC(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,401.15
C[n+]1ccn(CC#N)c1.F[B-](F)(F)F,C[n+]1ccn(CC#N)c1,F[B-](F)(F)F,308.15
C[n+]1ccn(CC#N)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CC#N)c1,F[P-](F)(F)(F)(F)F,351.15
C[n+]1ccn(CCC#N)c1.[Cl-],C[n+]1ccn(CCC#N)c1,[Cl-],323.15
C[n+]1ccn(CCC#N)c1.F[B-](F)(F)F,C[n+]1ccn(CCC#N)c1,F[B-](F)(F)F,293.15
C[n+]1ccn(CCC#N)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCC#N)c1,F[P-](F)(F)(F)(F)F,308.15
C[n+]1ccn(CCCC#N)c1.[Cl-],C[n+]1ccn(CCCC#N)c1,[Cl-],353.15
C[n+]1ccn(CCCC#N)c1.F[B-](F)(F)F,C[n+]1ccn(CCCC#N)c1,F[B-](F)(F)F,201.15
CC(CC#N)[B-](F)(F)F.C[n+]1ccn(CCCC#N)c1,C[n+]1ccn(CCCC#N)c1,CC(CC#N)[B-](F)(F)F,196.15
C[n+]1ccn(CCCC#N)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCCC#N)c1,F[P-](F)(F)(F)(F)F,348.15
C[n+]1ccn(CCCCC#N)c1.[Cl-],C[n+]1ccn(CCCCC#N)c1,[Cl-],305.15
C[n+]1ccn(CCCCC#N)c1.F[B-](F)(F)F,C[n+]1ccn(CCCCC#N)c1,F[B-](F)(F)F,201.15
C[n+]1ccn(CCCCC#N)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCCCC#N)c1,F[P-](F)(F)(F)(F)F,213.15
CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[B-](F)(F)F,192.15
CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,CCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F,223.15
CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[B-](F)(F)F,209.15
CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,CCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F,220.15
CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[B-](F)(F)F,190.15
CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,CCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F,211.15
CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[B-](F)(F)F,197.15
CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,CCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F,207.15
CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[B-](F)(F)F,193.15
CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,CCCCCCCC[NH+]1C=CN(CCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F,209.15
CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[B-](F)(F)F,CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[B-](F)(F)F,208.15
CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1.F[P-](F)(F)(F)(F)F,CCCCCCCC[NH+]1C=CN(CCCP(=O)(OCC)OCC)C1,F[P-](F)(F)(F)(F)F,180.15
C[n+]1ccn(CCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,217.15
C[n+]1ccn(CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCCCC(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,216.15
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,223.15
C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCCSC(=S)N(c2ccccc2)c2ccccc2)c1,F[P-](F)(F)(F)(F)F,327.15
C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCCSC(=S)N2CCOCC2)c1,F[P-](F)(F)(F)(F)F,324.15
C[n+]1ccn(CCCSC(=S)n2ccnc2)c1.F[P-](F)(F)(F)(F)F,C[n+]1ccn(CCCSC(=S)n2ccnc2)c1,F[P-](F)(F)(F)(F)F,398.15
Cn1cc[n+](CCCBr)c1.F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCCBr)c1,F[P-](F)(F)(F)(F)F,319.15
CCCCn1cc[n+](CC(C)O)c1.[Cl-],CCCCn1cc[n+](CC(C)O)c1,[Cl-],410.15
CCCCNC(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCNC(=O)Cn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,338.15
CCCCN(C)C(=O)Cn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,CCCCN(C)C(=O)Cn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,336.15
CCN(CC)C(=O)C[n+]1ccn(C)c1.[Br-],CCN(CC)C(=O)C[n+]1ccn(C)c1,[Br-],340.15
CCN(CC)C(=O)C[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCN(CC)C(=O)C[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15
CCN(CC)C(=O)C[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CCN(CC)C(=O)C[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,338.15
C#CCn1cc[n+](C)c1.CC(CC#N)[B-](F)(F)F,C#CCn1cc[n+](C)c1,CC(CC#N)[B-](F)(F)F,193.15
C=CCn1cc[n+](C)c1.F[B-](F)(F)F,C=CCn1cc[n+](C)c1,F[B-](F)(F)F,192.15
C=CCn1cc[n+](C)c1.CC(CC#N)[B-](F)(F)F,C=CCn1cc[n+](C)c1,CC(CC#N)[B-](F)(F)F,184.15
CC(CC#N)[B-](F)(F)F.C[n+]1ccn(CCCC(=O)O)c1,C[n+]1ccn(CCCC(=O)O)c1,CC(CC#N)[B-](F)(F)F,214.15
C#CCn1cc[n+](CC#C)c1.F[B-](F)(F)F,C#CCn1cc[n+](CC#C)c1,F[B-](F)(F)F,340.15
C#CCn1cc[n+](CC#C)c1.CC(CC#N)[B-](F)(F)F,C#CCn1cc[n+](CC#C)c1,CC(CC#N)[B-](F)(F)F,218.15
C=CCn1cc[n+](CC=C)c1.CC(CC#N)[B-](F)(F)F,C=CCn1cc[n+](CC=C)c1,CC(CC#N)[B-](F)(F)F,186.15
CC(CC#N)[B-](F)(F)F.N#CCCCn1cc[n+](CCCC#N)c1,N#CCCCn1cc[n+](CCCC#N)c1,CC(CC#N)[B-](F)(F)F,203.15
CC(CC#N)[B-](F)(F)F.O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,O=C(O)CCCn1cc[n+](CCCC(=O)O)c1,CC(CC#N)[B-](F)(F)F,311.15
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.[Br-],C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1,[Br-],331.15
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.F[B-](F)(F)F,C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1,F[B-](F)(F)F,315.15
C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1.F[P-](F)(F)(F)(F)F,C[C@H](C[n+]1ccn(C)c1)OCc1ccccc1,F[P-](F)(F)(F)(F)F,366.15
Cn1cc[n+](CC(Br)CBr)c1.F[P-](F)(F)(F)(F)F,Cn1cc[n+](CC(Br)CBr)c1,F[P-](F)(F)(F)(F)F,344.15
C#CCCCn1cc[n+](CCCC#C)c1.[Cl-],C#CCCCn1cc[n+](CCCC#C)c1,[Cl-],338.15
C#CCCCn1cc[n+](CCCC#C)c1.F[B-](F)(F)F,C#CCCCn1cc[n+](CCCC#C)c1,F[B-](F)(F)F,250.15
O=S(=O)([O-])C(F)(F)F.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,O=S(=O)([O-])C(F)(F)F,346.15
Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,387.15
CC1=NC(C)=C(C)[NH2+]1.[Cl-],CC1=NC(C)=C(C)[NH2+]1,[Cl-],467.15
Cc1n(C)cc[n+]1C.[Cl-],Cc1n(C)cc[n+]1C,[Cl-],462.15
CCn1cc[n+](C)c1C.[Cl-],CCn1cc[n+](C)c1C,[Cl-],461.15
CCn1cc[n+](C)c1C.[Br-],CCn1cc[n+](C)c1C,[Br-],414.15
CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,298.15
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,CCn1cc[n+](C)c1C,O=S(=O)([O-])C(F)(F)F,382.15
CCn1cc[n+](C)c1C.O=C([O-])C(F)(F)F,CCn1cc[n+](C)c1C,O=C([O-])C(F)(F)F,332.15
CC[n+]1cn(C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cn(C)cc1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,234.15
CC[n+]1cn(C)cc1C.O=S(=O)([O-])C(F)(F)F,CC[n+]1cn(C)cc1C,O=S(=O)([O-])C(F)(F)F,279.15
CCn1cc(C)[n+](CC)c1.O=C([O-])c1ccccc1,CCn1cc(C)[n+](CC)c1,O=C([O-])c1ccccc1,289.15
CCn1cc(C)[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc(C)[n+](CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,251.15
CCn1cc(C)[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,CCn1cc(C)[n+](CC)c1,O=S(=O)([O-])C(F)(F)F,308.15
CCCn1cc[n+](CC)c1CC.[Cl-],CCCn1cc[n+](CC)c1CC,[Cl-],411.15
CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,288.15
CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCn1cc[n+](C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,307.15
CCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,CCCn1cc[n+](C)c1C,F[P-](F)(F)(F)(F)F,351.15
CCc1n(C)cc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCc1n(C)cc[n+]1CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,301.15
CCc1n(C)cc[n+]1CC.O=S(=O)([O-])C(F)(F)F,CCc1n(C)cc[n+]1CC,O=S(=O)([O-])C(F)(F)F,386.15
CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,CCCC[n+]1ccn(C)c1C,F[B-](F)(F)F,310.15
CCCC[n+]1ccn(C)c1C.O=C1[N-]S(=O)(=O)c2ccccc21,CCCC[n+]1ccn(C)c1C,O=C1[N-]S(=O)(=O)c2ccccc21,343.15
CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1C,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,333.15
CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,CCCC[n+]1ccn(C)c1C,O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,286.15
CCCC[n+]1ccn(C)c1C.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CCCC[n+]1ccn(C)c1C,O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,259.15
CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1C,CCCC[n+]1ccn(C)c1C,CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-],309.15
CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,CCCC[n+]1ccn(C)c1C,F[P-](F)(F)(F)(F)F,313.15
CCCCCCCC[n+]1ccn(C)c1C.O=S(=O)([O-])C(F)(F)F,CCCCCCCC[n+]1ccn(C)c1C,O=S(=O)([O-])C(F)(F)F,235.15
Cc1[nH+]ccn1CCCC#N.[Cl-],Cc1[nH+]ccn1CCCC#N,[Cl-],378.15
Cc1[nH+]ccn1CCCC#N.F[B-](F)(F)F,Cc1[nH+]ccn1CCCC#N,F[B-](F)(F)F,313.15
Cc1[nH+]ccn1CCCC#N.F[P-](F)(F)(F)(F)F,Cc1[nH+]ccn1CCCC#N,F[P-](F)(F)(F)(F)F,358.15
Cn1cc([N+](=O)[O-])[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],Cn1cc([N+](=O)[O-])[n+](C)c1,[O-][Cl+3]([O-])([O-])[O-],445.15
Cn1cc([N+](=O)[O-])[n+](C)c1.O=[N+]([O-])[O-],Cn1cc([N+](=O)[O-])[n+](C)c1,O=[N+]([O-])[O-],436.15
Cn1cc[n+]2c1CCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,Cn1cc[n+]2c1CCC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,357.15
CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,268.15
CCn1cc[n+](C(C)CO)c1.[Br-],CCn1cc[n+](C(C)CO)c1,[Br-],279.15
CCn1cc[n+](C(CO)C(C)C)c1.[Br-],CCn1cc[n+](C(CO)C(C)C)c1,[Br-],285.15
CCn1cc[n+](C(CO)CC(C)C)c1.[Br-],CCn1cc[n+](C(CO)CC(C)C)c1,[Br-],289.15
C[n+]1ccn2c1CCCC2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1ccn2c1CCCC2,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,320.15
CCn1cc[n+](CC)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](CC)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,251.15
Cc1n(C)cc([N+](=O)[O-])[n+]1C.[O-][Cl+3]([O-])([O-])[O-],Cc1n(C)cc([N+](=O)[O-])[n+]1C,[O-][Cl+3]([O-])([O-])[O-],459.15
Cc1n(C)cc([N+](=O)[O-])[n+]1C.O=[N+]([O-])[O-],Cc1n(C)cc([N+](=O)[O-])[n+]1C,O=[N+]([O-])[O-],434.15
